Name,Industry,Location,Csize,Website,Funding Stage,Funding Amount,Contact Numbers of decision-makers
Socialsendr,Marketing And Advertising,"Kirklees,United Kingdom",1-10',https://www.socialsendr.com,undisclosed,$25K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Medincell,Pharmaceuticals,France,51-200',https://www.medincell.com,undisclosed,$79.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Treinta,Information Technology And Services,"Bogota,Colombia",51-200',https://www.treinta.co,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mesh Payments,Financial Services,"New York,United States",11-50',https://www.meshpayments.com,undisclosed,$13M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vivun,Internet,"Oakland,United States",11-50',https://www.vivun.com,undisclosed,$56M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Capitalize,Financial Services,"New York,United States",1-10',https://www.hicapitalize.com,undisclosed,$14.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ingenia Communities Group,Real Estate,"Sydney,Australia",51-200',http://www.ingeniacommunities.com.au,undisclosed,$75M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bohemia Interactive,Computer Games,Czechia,201-500',http://www.bistudio.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Atherton Bikes,Sporting Goods,United Kingdom,1-10',https://www.athertonbikes.com,undisclosed,£985K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bionomics,Biotechnology,"Adelaide,Australia",11-50',http://www.bionomics.com.au,undisclosed,$21.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fuel Tech,Environmental Services,United States,51-200',http://www.ftek.com,undisclosed,$25.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Observe Technologies,Maritime,"London,United Kingdom",11-50',http://observe.tech,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Venewlive,Entertainment,"Los Angeles,United States",1-10',https://venewlive.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Further.space,"Leisure, Travel & Tourism",United Kingdom,1-10',https://www.further.space,undisclosed,$694.8K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Zocdoc,Internet,"New York,United States",501-1000',http://www.zocdoc.com,undisclosed,$375.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Axispoint Technology Solutions Group,Information Technology And Services,United States,201-500',https://www.atsg.net,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Northmill Bank,Financial Services,"Stockholm,Sweden",51-200',https://www.northmill.com,undisclosed,SEK250M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Equip Health,Mental Health Care,"San Diego,United States",11-50',http://equip.health,undisclosed,$16.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Hoxton Farms,Biotechnology,"London,United Kingdom",1-10',https://hoxtonfarms.com,undisclosed,$3.723502M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Homa Games,Publishing,"Paris,France",51-200',https://homagames.com,undisclosed,$15M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Hero Protein,Food & Beverages,"Shanghai,China",1-10',https://heroprotein.cn,undisclosed,$850K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Unipaas,Financial Services,"Tel Aviv-yafo,Israel",1-10',https://www.unipaas.com,undisclosed,$10M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
David Energy,Oil & Energy,United States,11-50',https://www.davidenergy.com,undisclosed,$20.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
G Adventures,"Leisure, Travel & Tourism","Toronto,Canada",1001-5000',http://www.gadventures.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Shunya,E-learning,"Bengaluru,India",-,http://www.shunya.company,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Dilenytech,Hospital & Health Care,Egypt,1-10',https://www.dilenytech.com,undisclosed,$255K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Owo,Food & Beverages,"Gurugram,India",11-50',https://owo.in,undisclosed,$206K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cambrian Biopharma,Biotechnology,"New York,United States",11-50',https://www.cambrianbio.com,undisclosed,$60M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Petaluma,Consumer Goods,"Oakland,United States",1-10',https://www.feedpetaluma.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Valeo,Automotive,France,"10,001'",http://www.valeo.com,undisclosed,€600M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Surface Transforms Plc,Automotive,"Liverpool,United Kingdom",11-50',https://surfacetransforms.com,undisclosed,£21M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Option Care Health,Hospital & Health Care,United States,1001-5000',https://optioncarehealth.com,undisclosed,$449.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Longevity Card,Financial Services,"London,United Kingdom",1-10',https://www.longevity.cards,undisclosed,£415K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tokenize Malaysia,Information Technology And Services,"Kuala Lumpur,Malaysia",11-50',https://tokenizemalaysia.com,corporate funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mayk.it,Online Media,"Santa Monica,United States",1-10',https://www.mayk.it,undisclosed,$520K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Branded,Internet,"Paris,France",11-50',https://joinbranded.com,undisclosed,$150M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Symend,Information Technology And Services,"Calgary,Canada",201-500',http://www.symend.com,undisclosed,$103M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Metalenz,Semiconductors,"Cambridge,United States",11-50',https://www.metalenz.com,undisclosed,$17.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Goody,Consumer Services,"Beaverton,United States",1-10',https://www.ongoody.com,undisclosed,$4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Unlu,Internet,"Gurugram,India",11-50',https://www.unlu.io,undisclosed,$1.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Boommio,Entertainment,"Vilnius,Lithuania",1-10',https://boommio.com,undisclosed,€250K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rex Academy,E-learning,"Dallas,United States",11-50',http://www.rex.academy,undisclosed,$100K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mighty Buildings,Construction,"Oakland,United States",51-200',https://www.mightybuildings.com,undisclosed,$101.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Insu Health Design,Medical Devices,"San Juan,United States",1-10',https://www.insuhealthdesign.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Poolin,Internet,"Beijing,China",11-50',https://www.poolin.com,undisclosed,$10M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Inmed Pharmaceuticals,Biotechnology,"Vancouver,Canada",11-50',https://www.inmedpharma.com,undisclosed,$16M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
One World Pharma,Biotechnology,"Las Vegas,United States",1-10',https://www.oneworldpharma.com,undisclosed,$3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Myndvr,"Health, Wellness And Fitness","Addison,United States",11-50',https://www.myndvr.com,undisclosed,$1.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cleveland Diagnostics,Biotechnology,"Cleveland,United States",11-50',http://www.cleveland-diagnostics.com,undisclosed,$21.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Heytrade,Financial Services,"Madrid,Spain",11-50',https://heytrade.com,undisclosed,$908.97K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Neovacs,"Health, Wellness And Fitness","Paris,France",11-50',http://www.neovacs.fr,undisclosed,€32.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Providertrust,Hospital & Health Care,"Nashville,United States",51-200',http://www.providertrust.com,undisclosed,$1.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ashling Partners,Information Technology And Services,"Chicago,United States",51-200',https://www.ashlingpartners.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pacsana,Hospital & Health Care,"Dublin,Ireland",1-10',https://pacsana.com,undisclosed,€650K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
First Mile,Environmental Services,"London,United Kingdom",51-200',https://www.thefirstmile.co.uk,undisclosed,$5.52918M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Storyblok,Information Technology And Services,"Linz,Austria",11-50',https://www.storyblok.com,undisclosed,$11M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Six Wing Studios,Entertainment,"Raleigh,United States",1-10',https://www.sixwingstudios.com,undisclosed,$50K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Neolth,Mental Health Care,United States,51-200',https://www.neolth.com,undisclosed,$120K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Docspace,Hospital & Health Care,"Houston,United States",1-10',https://www.mydocspace.com,undisclosed,$1.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Moka.care,"Health, Wellness And Fitness","Paris,France",11-50',https://www.moka.care,undisclosed,$3.032125M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Miami Conservancy District,Environmental Services,"Dayton,United States",11-50',https://www.mcdwater.org,undisclosed,$1.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Exnaton,Information Technology And Services,"Zrich,Switzerland",1-10',https://exnaton.com,undisclosed,CHF110K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cavelo,Computer Software,"Kitchener,Canada",1-10',https://www.cavelo.com,undisclosed,CA$1.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Supercom,Information Technology And Services,"Herzliya,Israel",51-200',http://www.supercom.com,undisclosed,$30.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fernite Of Sheffield,Machinery,"Sheffield,United Kingdom",11-50',https://www.fernite.co.uk,undisclosed,£1.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fis Chemicals Ltd,Chemicals,"Aberdeen,United Kingdom",11-50',http://www.fischem.co.uk,undisclosed,$5.11451M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Attocore,Telecommunications,"Cambridge,United Kingdom",1-10',https://www.attocore.com,private equity funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ligentia,Logistics And Supply Chain,United Kingdom,201-500',https://www.ligentia.com,private equity funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Verse Innovation,Internet,"Bengaluru,India",501-1000',http://www.verse.in,undisclosed,$883.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Splashlearn,E-learning,"Gurugram,India",201-500',http://www.splashlearn.com,undisclosed,$25M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Splitit,Financial Services,"New City,United States",51-200',http://splitit.com,undisclosed,$264.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Makemytrip.com,Internet,"Gurugram,India",1001-5000',http://makemytrip.com,undisclosed,$748M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Immunoprecise Antibodies,Biotechnology,"Victoria,Canada",51-200',https://immunoprecise.com,undisclosed,$21.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Topps Tiles,Retail,"Leicester,United Kingdom",501-1000',http://www.toppstiles.co.uk,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Aeroscan,Computer Software,"So Paulo,Brazil",1-10',https://www.aeroscan.com.br,undisclosed,$158.03K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ami Automation,Industrial Automation,"Monterrey,Mexico",51-200',https://www.amiautomation.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Partisia Blockchain,Information Technology And Services,"Zug,Switzerland",1-10',http://www.pbc.foundation,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Better Internet Search,Internet,"Kirkcaldy,United Kingdom",1-10',https://www.betterinternetsearch.com,grant,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Isotropic Systems,Telecommunications,"London,United Kingdom",51-200',http://www.isotropicsystems.com,undisclosed,$60M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Maxia,Internet,"Toronto,Canada",1-10',https://www.maxia.ai,undisclosed,$100K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vested Finance,Internet,"Berkeley,United States",11-50',https://vested.co.in,undisclosed,$4.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Recresco,Environmental Services,"Ashfield,United Kingdom",11-50',https://recresco.com,grant,$344.428K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sae Foundation,Philanthropy,United States,1-10',http://www.saefoundation.org,undisclosed,$70K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Drake Software,Computer Software,United States,201-500',https://www.drakesoftware.com,private equity funding,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mysyara,Automotive,"Dubai,United Arab Emirates",11-50',https://www.mysyara.com,undisclosed,$650K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ttmzero,Capital Markets,Germany,11-50',https://ttmzero.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Uhive,Information Technology And Services,"London,United Kingdom",11-50',https://www.uhive.com,undisclosed,$3.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pharnext,Biotechnology,"Paris,France",51-200',http://www.pharnext.com,undisclosed,$58.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Neuramedica,Medical Devices,United States,1-10',https://www.neuramedica.com,undisclosed,$2.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Toletta Cats,Information Technology And Services,"Yokohama,Japan",1-10',https://tolettacat.com,undisclosed,$6.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Woof Together,Hospitality,"Athens,Greece",1-10',https://wooftogether.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
